R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Stefan Struve,Mark Hunt,3/2/2013,"Saitama, Japan", Japan,Blue,False,Heavyweight,MALE,3,0,18.25,0.42,0.25,0.75,0.375,1,7,0,0,0,1,2,0,0,3,Orthodox,177.8,182.88,265,0,19.91666667,0.435833333,1.5,0.25,0.25,3,19,0,1,0,0,4,4,0,9,Orthodox,210.82,213.36,265,25,38,0,-1,-1,-6,2,-12,0,-2,-4,-33.02,-30.48,-13,-1.66666667,-1.25,0.5,Red,KO/TKO,Punch,3.0,1:44,704.0
Takanori Gomi,Diego Sanchez,3/2/2013,"Saitama, Japan", Japan,Blue,False,Lightweight,MALE,3,0,34.58823529,0.398823529,0.764705882,1.294117647,0.288823529,5,46,2,0,1,6,5,0,0,12,Southpaw,177.8,182.88,170,0,24.16666667,0.276666667,0.0,0.166666667,0.083333333,3,12,0,0,1,0,2,0,0,3,Southpaw,170.18,177.8,155,34,31,-1,-2,4,9,-2,34,2,3,0,7.62,5.08,3,10.42156862,0.764705882,1.12745098,neither,S-DEC,blank,3.0,5:00,900.0
Yushin Okami,Hector Lombard,3/2/2013,"Saitama, Japan", Japan,Red,False,Middleweight,MALE,3,0,25.0,0.425,0.0,1.0,0.25,1,4,0,0,0,0,1,0,0,1,Southpaw,175.26,180.34,185,0,28.125,0.399375,0.5,1.5,0.39375,4,44,1,0,1,6,4,0,1,12,Southpaw,187.96,190.5,170,31,35,0,-1,-3,-11,3,-40,-1,-4,0,-12.7,-10.16,-4,-3.125,-0.5,-0.5,Red,S-DEC,blank,3.0,5:00,900.0
Mizuto Hirota,Rani Yahya,3/2/2013,"Saitama, Japan", Japan,Blue,False,Featherweight,MALE,3,0,19.33333333,0.393333333,1.0,1.333333333,0.256666667,1,7,0,0,0,1,0,1,0,2,Orthodox,167.64,170.18,135,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,155,31,28,0,1,1,2,-1,7,0,0,1,-2.54,0.0,3,19.33333333,1.0,1.333333333,neither,U-DEC,blank,3.0,5:00,900.0
Dong Hyun Kim,Siyar Bahadurzada,3/2/2013,"Saitama, Japan", Japan,Red,False,Welterweight,MALE,3,0,3.0,0.75,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,0,27.0,0.557,0.6,2.7,0.551,3,26,0,0,1,5,1,0,0,7,Southpaw,187.96,193.04,170,31,28,0,0,-2,-6,3,-25,0,0,0,-7.62,-7.62,3,-24.0,-0.6,-2.7,neither,U-DEC,blank,3.0,5:00,900.0
Riki Fukuda,Brad Tavares,3/2/2013,"Saitama, Japan", Japan,Blue,False,Middleweight,MALE,3,0,35.0,0.464,0.0,2.2,0.364,1,13,0,0,1,2,1,0,0,4,Orthodox,185.42,187.96,185,0,70.25,0.4525,0.0,3.0,0.44,2,12,0,0,0,2,0,0,0,2,Southpaw,182.88,185.42,185,32,25,0,1,1,2,1,1,0,1,0,2.54,2.54,7,-35.25,0.0,-0.8,neither,U-DEC,blank,3.0,5:00,900.0
Takeya Mizugaki,Bryan Caraway,3/2/2013,"Saitama, Japan", Japan,Red,False,Bantamweight,MALE,3,0,17.0,0.335,1.0,3.0,0.665,0,5,0,0,0,0,0,2,0,2,Orthodox,172.72,172.72,135,0,43.6,0.404,0.0,2.2,0.7,2,14,0,0,1,1,1,0,0,3,Orthodox,170.18,172.72,135,29,28,0,1,1,-1,2,-9,0,-1,2,2.54,0.0,1,-26.6,1.0,0.8,neither,S-DEC,blank,3.0,5:00,900.0
Cristiano Marcello,Kazuki Tokudome,3/2/2013,"Saitama, Japan", Japan,Blue,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,155,0,55.5,0.36,0.0,0.0,0.0,1,5,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,155,35,25,0,-1,-1,-1,1,-5,0,0,0,5.08,2.54,10,-55.5,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Marcelo Guimaraes,Hyun Gyu Lim,3/2/2013,"Saitama, Japan", Japan,Blue,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,170,0,63.0,0.64,0.0,0.0,0.0,0,3,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,185,29,28,0,-1,-1,-1,0,-3,0,0,0,7.62,10.16,1,-63.0,0.0,0.0,neither,KO/TKO,Knee,2.0,4:00,540.0
Ronda Rousey,Liz Carmouche,2/23/2013,"Anaheim, California, USA", USA,Red,True,Women's Bantamweight,FEMALE,5,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,26,29,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-3,0.0,0.0,0.0,neither,SUB,Armbar,1.0,4:49,289.0
Lyoto Machida,Dan Henderson,2/23/2013,"Anaheim, California, USA", USA,Red,False,Light Heavyweight,MALE,3,0,40.375,0.5125,0.625,1.625,0.45125,2,24,3,0,2,3,1,0,0,6,Orthodox,180.34,187.96,185,0,33.76923077,0.576153846,0.615384615,0.923076923,0.357692308,3,32,4,0,0,5,4,1,0,10,Southpaw,185.42,187.96,185,34,42,0,3,-4,-4,1,-8,-1,-3,-1,-5.08,0.0,-8,6.60576923,0.009615385,0.701923077,Blue,S-DEC,blank,3.0,5:00,900.0
Urijah Faber,Ivan Menjivar,2/23/2013,"Anaheim, California, USA", USA,Red,False,Bantamweight,MALE,3,0,24.66666667,0.456666667,0.833333333,0.166666667,0.166666667,2,12,0,0,0,1,1,2,0,4,Orthodox,167.64,162.56,145,0,48.75,0.4125,0.25,1.0,0.345,2,15,2,0,0,1,0,1,0,2,Orthodox,167.64,170.18,135,33,30,1,1,2,2,0,-3,-2,1,1,0.0,-7.62,3,-24.08333333,0.583333333,-0.833333333,Red,SUB,Rear Naked Choke,1.0,4:34,274.0
Court McGee,Josh Neer,2/23/2013,"Anaheim, California, USA", USA,Red,False,Welterweight,MALE,3,0,29.28571429,0.367857143,0.928571429,0.714285714,0.207857143,8,30,0,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,0,62.0,0.346,0.6,1.8,0.298,2,14,1,0,0,1,0,2,0,3,Orthodox,180.34,190.5,170,28,29,0,0,-1,3,-6,16,-1,1,1,0.0,-7.62,-1,-32.71428571,0.328571429,-1.085714286,neither,U-DEC,blank,3.0,5:00,900.0
Josh Koscheck,Robbie Lawler,2/23/2013,"Anaheim, California, USA", USA,Blue,False,Welterweight,MALE,3,0,23.0,0.41,0.0,1.857142857,0.642857143,3,14,0,0,0,2,2,0,0,4,Southpaw,180.34,187.96,170,0,19.52380952,0.4,0.333333333,1.761904762,0.51047619,6,47,1,0,1,5,6,3,0,15,Orthodox,177.8,185.42,170,35,30,-1,0,-2,-11,3,-33,-1,-4,-3,2.54,2.54,5,3.47619048,-0.333333333,0.095238095,Red,KO/TKO,Punches,1.0,3:57,237.0
Brendan Schaub,Lavar Johnson,2/23/2013,"Anaheim, California, USA", USA,Red,False,Heavyweight,MALE,3,0,36.0,0.603333333,0.0,0.0,0.0,1,3,0,0,0,0,2,0,0,2,Orthodox,193.04,208.28,240,0,22.85714286,0.467142857,0.0,0.571428571,0.071428571,3,11,1,0,0,1,3,0,0,4,Orthodox,193.04,198.12,245,29,35,1,0,-2,-2,2,-8,-1,-1,0,0.0,10.16,-6,13.14285714,0.0,-0.571428571,neither,U-DEC,blank,3.0,5:00,900.0
Michael Chiesa,Anton Kuivanen,2/23/2013,"Anaheim, California, USA", USA,Red,False,Lightweight,MALE,3,0,33.5,0.435,0.5,1.5,0.5,1,6,0,0,1,0,0,0,0,1,Orthodox,172.72,182.88,155,0,9.0,0.6,1.0,1.0,0.33,0,1,1,0,0,0,0,1,0,1,Southpaw,185.42,190.5,170,25,28,0,0,0,0,-1,5,-1,0,-1,-12.7,-7.62,-3,24.5,-0.5,0.5,neither,SUB,Rear Naked Choke,2.0,2:29,449.0
Dennis Bermudez,Matt Grice,2/23/2013,"Anaheim, California, USA", USA,Red,False,Featherweight,MALE,3,0,28.33333333,0.518333333,0.333333333,1.333333333,0.428333333,4,10,0,0,1,1,0,0,0,2,Orthodox,172.72,177.8,145,0,27.33333333,0.426666667,1.0,3.333333333,0.793333333,1,5,1,0,0,1,0,1,0,2,Orthodox,167.64,167.64,155,26,31,0,-1,-1,0,-3,5,-1,0,-1,5.08,10.16,-5,1.0,-0.666666667,-2.0,neither,S-DEC,blank,3.0,5:00,900.0
Sam Stout,Caros Fodor,2/23/2013,"Anaheim, California, USA", USA,Red,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,155,0,56.57142857,0.265714286,0.071428571,0.428571429,0.142857143,7,38,0,0,2,4,1,0,0,7,Orthodox,175.26,177.8,155,28,29,1,0,-2,-7,7,-38,0,-1,0,0.0,15.24,-1,-56.57142857,-0.071428571,-0.428571429,neither,S-DEC,blank,3.0,5:00,900.0
Kenny Robertson,Brock Jardine,2/23/2013,"Anaheim, California, USA", USA,Red,False,Welterweight,MALE,3,0,18.0,0.3,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,20.5,0.455,0.0,0.0,0.0,2,5,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,29,27,1,0,0,0,1,-2,0,0,0,2.54,-2.54,2,-2.5,0.0,0.0,neither,SUB,Kneebar,1.0,2:57,177.0
Jon Manley,Neil Magny,2/23/2013,"Anaheim, California, USA", USA,Blue,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,170,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,25,0,0,0,0,0,0,0,0,0,5.08,12.7,1,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Nah-Shon Burrell,Yuri Villefort,2/23/2013,"Anaheim, California, USA", USA,Red,False,Welterweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,23,21,0,0,0,0,0,0,0,0,0,2.54,0.0,2,0.0,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0
Renan Barao,Michael McDonald,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,True,Bantamweight,MALE,5,0,27.75,0.4275,0.75,1.5,0.375,0,8,0,0,1,1,2,0,0,4,Orthodox,175.26,177.8,135,0,68.0,0.38,0.25,1.5,0.2125,0,12,1,0,0,3,0,1,0,4,Orthodox,167.64,177.8,135,26,22,0,0,0,0,0,-4,-1,2,-1,7.62,0.0,4,-40.25,0.5,0.0,Red,SUB,Arm Triangle,4.0,3:57,1137.0
Cub Swanson,Dustin Poirier,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,45.5,0.458333333,0.833333333,1.166666667,0.313333333,1,14,0,0,0,2,0,3,0,5,Southpaw,175.26,182.88,155,0,28.5,0.4725,0.25,0.75,0.5,1,7,0,0,0,0,3,0,0,3,Orthodox,172.72,177.8,145,29,24,0,-2,1,2,0,7,0,-3,3,2.54,5.08,5,17.0,0.583333333,0.416666667,Red,U-DEC,blank,3.0,5:00,900.0
Jimi Manuwa,Cyrille Diabate,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,3,0,40.83333333,0.715,0.166666667,0.833333333,0.5,2,12,0,1,0,1,1,1,0,4,Southpaw,198.12,205.74,205,0,53.0,0.68,1.0,0.0,0.0,0,2,0,0,0,0,0,0,1,1,Orthodox,185.42,200.66,205,32,39,0,1,1,3,-2,10,0,0,1,12.7,5.08,-7,-12.16666667,-0.833333333,0.833333333,neither,KO/TKO,blank,1.0,5:00,300.0
Gunnar Nelson,Jorge Santiago,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,12.2,0.394,0.6,0.4,0.4,4,11,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,170,0,9.0,0.9,2.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,Switch,180.34,182.88,170,24,32,-4,-1,0,0,-4,10,0,1,-1,5.08,5.08,-8,3.2,-1.4,-0.6,neither,U-DEC,blank,3.0,5:00,900.0
James Te Huna,Ryan Jimmo,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,3,0,2.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,0,35.4,0.656,0.2,1.8,0.216,1,9,0,0,0,1,3,0,0,4,Orthodox,187.96,190.5,185,31,31,0,-2,-2,-3,1,-8,0,-2,0,-2.54,-5.08,0,-33.4,-0.2,-1.8,neither,U-DEC,blank,3.0,5:00,900.0
Terry Etim,Renee Forte,2/16/2013,"London, England, United Kingdom", United Kingdom,Blue,False,Lightweight,MALE,3,0,26.0,0.34,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,155,0,21.6,0.448,1.0,0.3,0.133,4,22,0,0,0,1,1,4,0,6,Orthodox,185.42,185.42,155,27,25,0,0,-4,-6,3,-19,0,-1,-4,-15.24,-5.08,2,4.4,-1.0,-0.3,neither,U-DEC,blank,3.0,5:00,900.0
Paul Sass,Danny Castillo,2/16/2013,"London, England, United Kingdom", United Kingdom,Blue,False,Lightweight,MALE,3,0,33.5,0.536666667,0.166666667,2.666666667,0.393333333,2,15,0,0,1,2,1,0,0,4,Orthodox,175.26,180.34,155,0,2.75,0.3675,2.25,0.25,0.25,1,4,0,0,0,0,0,3,0,3,Orthodox,182.88,185.42,155,24,33,0,0,0,1,-1,11,0,1,-3,-7.62,-5.08,-9,30.75,-2.083333333,2.416666667,neither,U-DEC,blank,3.0,5:00,900.0
Andy Ogle,Josh Grispi,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,11.0,0.453333333,0.666666667,2.0,0.34,3,7,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,145,0,52.0,0.49,0.0,1.0,0.09,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,24,24,-2,0,0,0,-2,4,0,0,0,7.62,12.7,0,-41.0,0.666666667,1.0,neither,U-DEC,blank,3.0,5:00,900.0
Tom Watson,Stanislav Nedkov,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,0,23.5,0.405,0.0,0.0,0.0,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,180.34,205,0,65.0,0.51,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,30,31,0,0,1,1,0,1,0,1,0,-5.08,-5.08,-1,-41.5,0.0,0.0,neither,KO/TKO,Knee,2.0,4:42,582.0
Vaughan Lee,Motonobu Tezuka,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Bantamweight,MALE,3,0,22.0,0.29,0.0,2.0,0.16,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,135,0,17.0,0.463333333,1.333333333,1.333333333,0.146666667,2,5,0,0,0,0,0,1,0,1,Orthodox,167.64,167.64,125,30,25,0,0,-1,-1,1,-2,0,0,-1,2.54,0.0,5,5.0,-1.333333333,0.666666667,neither,U-DEC,blank,3.0,5:00,900.0
Phil Harris,Ulysses Gomez,2/16/2013,"London, England, United Kingdom", United Kingdom,Red,False,Flyweight,MALE,3,0,16.0,0.37,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,10.0,0.17,0.0,2.0,0.66,1,2,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,29,29,0,0,0,0,0,-1,0,0,0,5.08,5.08,0,6.0,0.0,-2.0,Blue,U-DEC,blank,3.0,5:00,900.0
Jose Aldo,Frankie Edgar,2/2/2013,"Las Vegas, Nevada, USA", USA,Red,True,Featherweight,MALE,5,0,59.0,0.423846154,0.461538462,3.230769231,0.295384615,4,47,6,0,0,6,2,1,0,9,Orthodox,167.64,172.72,145,0,52.0,0.446666667,0.333333333,1.666666667,0.183333333,0,11,3,0,0,2,1,0,0,3,Orthodox,170.18,177.8,145,26,31,-2,-3,2,6,-4,36,3,1,1,-2.54,-5.08,-5,7.0,0.128205129,1.564102564,neither,U-DEC,blank,5.0,5:00,1500.0
Rashad Evans,Rogerio Nogueira,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,25.4,0.36,0.2,0.2,0.2,2,11,0,0,1,0,2,0,0,3,Southpaw,187.96,190.5,205,0,28.66666667,0.375333333,0.0,3.2,0.432,3,44,4,1,3,3,5,0,0,12,Orthodox,182.88,190.5,205,33,36,1,1,-3,-9,1,-33,-4,-3,0,5.08,0.0,-3,-3.26666667,0.2,-3.0,neither,U-DEC,blank,3.0,5:00,900.0
Alistair Overeem,Antonio Silva,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,8.0,0.625,0.0,0.0,0.0,1,2,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,264,0,19.0,0.79,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,Orthodox,193.04,203.2,265,32,33,0,0,0,0,-1,1,0,0,0,0.0,0.0,-1,-11.0,0.0,0.0,neither,KO/TKO,Punches,3.0,0:25,625.0
Jon Fitch,Demian Maia,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,18.73333333,0.496666667,0.933333333,1.933333333,0.354666667,4,34,1,0,0,4,1,6,0,11,Southpaw,185.42,182.88,170,0,36.70588235,0.495294118,0.764705882,3.411764706,0.52,3,47,1,0,1,9,1,3,0,14,Orthodox,182.88,193.04,170,34,35,0,1,-3,-3,-1,-13,0,0,3,2.54,-10.16,-1,-17.97254902,0.168627451,-1.478431373,neither,U-DEC,blank,3.0,5:00,900.0
Joseph Benavidez,Ian McCall,2/2/2013,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,3,0,59.0,0.425,0.0,2.5,0.265,2,6,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,0,44.0,0.345,0.75,1.5,0.1225,1,13,1,0,0,2,1,0,0,3,Southpaw,162.56,165.1,125,28,28,-1,0,-3,-3,-1,-7,-1,-1,0,2.54,-2.54,0,15.0,-0.75,1.0,neither,U-DEC,blank,3.0,5:00,900.0
Gleison Tibau,Evan Dunham,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,57.55555556,0.391111111,1.333333333,1.444444444,0.42,3,22,0,0,2,1,1,1,1,6,Southpaw,177.8,177.8,155,0,21.05882353,0.365294118,0.823529412,3.823529412,0.593529412,6,42,0,0,2,5,1,3,0,11,Southpaw,177.8,180.34,155,29,31,-1,-1,1,-5,3,-20,0,1,-2,0.0,-2.54,-2,36.49673203,0.509803921,-2.379084968,neither,S-DEC,blank,3.0,5:00,900.0
Tyron Woodley,Jay Hieron,2/2/2013,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,15.66666667,0.393333333,1.0,3.0,0.25,3,7,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,27.396407786144113,0.45470916484908575,0.5176586652361754,1.3373876663126238,0.32941097880370945,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,170,30,36,-3,0,0,0,-3,7,0,0,0,7.62,2.54,-6,15.66666667,1.0,3.0,neither,KO/TKO,Punch,1.0,0:36,36.0
Jacob Volkmann,Bobby Green,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,14.22222222,0.375555556,1.666666667,2.222222222,0.401111111,3,21,0,0,2,3,0,1,0,6,Southpaw,175.26,180.34,155,32,26,0,-1,-5,-6,3,-21,0,0,-1,2.54,0.0,6,-14.22222222,-1.666666667,-2.222222222,neither,SUB,Rear Naked Choke,3.0,4:25,865.0
Yves Edwards,Isaac Vallie-Flagg,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,0,25.25,0.480625,0.625,0.25,0.1875,6,35,0,0,1,2,5,2,0,10,Southpaw,175.26,185.42,155,36,34,0,-1,-6,-10,6,-35,0,-5,-2,-2.54,-12.7,2,-25.25,-0.625,-0.25,neither,S-DEC,blank,3.0,5:00,900.0
Chico Camus,Dustin Kimura,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,26.308553058225918,0.4447405452144759,0.5046142031257382,1.2511726824001967,0.3125063456674889,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,0,32.0,0.71,1.0,2.0,1.0,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,167.64,125,28,23,0,-1,-1,-1,0,-3,0,0,0,2.54,12.7,5,-32.0,-1.0,-2.0,neither,SUB,Rear Naked Choke,3.0,1:50,710.0
Edwin Figueroa,Francisco Rivera,2/2/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,47.33333333,0.536666667,1.0,0.0,0.0,2,7,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,0,36.33333333,0.51,0.333333333,0.0,0.0,1,8,0,0,1,0,1,0,0,2,Orthodox,170.18,175.26,135,28,31,-1,-2,-1,-1,-1,-1,0,-1,0,2.54,-2.54,-3,11.0,0.666666667,0.0,neither,KO/TKO,Punches,2.0,4:20,560.0
Demetrious Johnson,John Dodson,1/26/2013,"Chicago, Illinois, USA", USA,Red,True,Flyweight,MALE,5,0,40.0,0.306666667,0.0,0.666666667,0.166666667,0,6,1,0,0,1,2,0,0,3,Orthodox,160.02,167.64,135,0,59.33333333,0.476666667,0.0,3.833333333,0.428333333,2,22,2,0,1,3,0,0,0,4,Orthodox,160.02,167.64,125,26,28,0,1,1,-1,2,-16,-1,2,0,0.0,0.0,-2,-19.33333333,0.0,-3.166666666,neither,U-DEC,blank,5.0,5:00,1500.0
Rampage Jackson,Glover Teixeira,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,50.0,0.54,1.0,1.5,0.5,0,3,0,0,0,0,0,1,1,2,Orthodox,187.96,193.04,205,0,32.90909091,0.470909091,0.0,0.545454545,0.233636364,4,33,4,0,1,3,3,0,0,7,Orthodox,185.42,185.42,205,34,33,2,2,-1,-5,4,-30,-4,-2,1,2.54,7.62,1,17.09090909,1.0,0.954545455,neither,DQ,blank,1.0,5:00,300.0
Anthony Pettis,Donald Cerrone,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Lightweight,MALE,3,0,49.85714286,0.484285714,0.285714286,0.571428571,0.154285714,1,14,0,0,0,2,2,2,0,6,Orthodox,185.42,185.42,155,0,14.66666667,0.386666667,0.333333333,2.0,0.22,1,7,0,0,1,0,1,0,0,2,Orthodox,177.8,182.88,170,25,29,0,0,2,4,0,7,0,1,2,7.62,2.54,-4,35.19047619,-0.047619047,-1.428571429,neither,KO/TKO,Kick,1.0,2:35,155.0
Erik Koch,Ricardo Lamas,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,0,20.33333333,0.43,1.666666667,1.0,0.276666667,0,6,0,0,0,1,1,1,0,3,Orthodox,172.72,180.34,145,0,22.0,0.29,0.0,0.0,0.0,0,4,0,0,0,1,1,0,0,2,Southpaw,177.8,180.34,155,24,30,0,1,1,1,0,2,0,0,1,-5.08,0.0,-6,-1.66666667,1.666666667,1.0,neither,KO/TKO,Elbows,2.0,2:32,452.0
TJ Grant,Matt Wiman,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Lightweight,MALE,3,0,33.61538462,0.509230769,1.384615385,1.846153846,0.440769231,4,29,0,0,0,4,2,3,0,9,Orthodox,177.8,172.72,155,0,47.77777778,0.51,0.555555556,1.555555556,0.373333333,3,25,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,155,28,29,0,-1,1,3,-1,4,0,1,2,0.0,-10.16,-1,-14.16239316,0.829059829,0.29059829,neither,KO/TKO,Elbows,1.0,4:51,291.0
Clay Guida,Hatsu Hioki,1/26/2013,"Chicago, Illinois, USA", USA,Red,False,Featherweight,MALE,3,0,36.0,0.483333333,0.666666667,2.666666667,0.493333333,1,9,0,0,1,1,0,0,0,2,Orthodox,180.34,177.8,145,0,28.1875,0.34125,0.8125,3.0,0.395,7,44,0,0,2,2,1,4,0,9,Orthodox,170.18,177.8,155,31,29,1,0,-2,-7,6,-35,0,-1,-4,10.16,0.0,2,7.8125,-0.145833333,-0.333333333,neither,S-DEC,blank,3.0,5:00,900.0
Mike Stumpf,Pascal Krauss,1/26/2013,"Chicago, Illinois, USA", USA,Blue,False,Welterweight,MALE,3,0,41.5,0.425,1.0,2.0,0.54,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,182.88,170,0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,26,25,0,0,1,1,0,5,0,0,0,7.62,2.54,1,41.5,0.0,2.0,neither,U-DEC,blank,3.0,5:00,900.0
